filename,mean_R,mean_G,mean_B,contrast_R,dissimilarity_R,homogeneity_R,energy_R,correlation_R,entropy_R,contrast_G,dissimilarity_G,homogeneity_G,energy_G,correlation_G,entropy_G,contrast_B,dissimilarity_B,homogeneity_B,energy_B,correlation_B,entropy_B
20250512_122202.jpg,76.93955105408176,74.55336785531206,68.6474851819813,5.406883660751534,1.8605656117090827,0.4569897690331299,0.12834607739494422,0.0,2.155973661515529,5.39823243450409,1.858717246985789,0.45726833447740955,0.1284908843123614,0.0,2.155241269416023,5.419007482758307,1.8632049572785805,0.4566695843716532,0.12814050815663483,1.6692384509987986e-16,2.1569872752748847
20250512_122203.jpg,77.46581370947072,74.91483996539792,68.91649397667564,5.450030597061854,1.8690075353047841,0.4579989552254279,0.12758709429902745,2.3778296893596712e-17,2.158940020124983,5.441841220612741,1.8671684097863108,0.4583591917083049,0.12774332516677891,0.0,2.158147265733385,5.4653354142175035,1.8722263848531708,0.4576575374194741,0.1273371304662158,0.0,2.1601915580679845
20250512_122204(0).jpg,77.06115860886838,74.20289039471999,68.32340534089452,5.4305071814738355,1.8655005969838696,0.4566540682610074,0.1279919424151107,0.0,2.1576682621109935,5.4186347187976684,1.8629346335661894,0.4570448933574656,0.12818826446296952,0.0,2.156672556029875,5.440822098722864,1.8677600000047043,0.45638782683332835,0.12780542686364185,0.0,2.1585770052160815
20250512_122204.jpg,77.51707948865821,74.90973287517622,68.7962755510701,5.439453743888897,1.8667978214198049,0.4575811872618188,0.12784367874961278,1.6660982628308923e-16,2.157993840395093,5.430133755757188,1.8647758176636475,0.45790905989938635,0.1280006137713471,0.0,2.1572097585893513,5.457563961518064,1.8706887635729628,0.4571217905662201,0.12752188386374308,0.0,2.1595912516184925
20250512_122206.jpg,76.58095644303474,73.40117639049083,67.47491061130334,5.485130028993227,1.8767510360676862,0.45677628326546077,0.12702511417677104,0.0,2.1618571014950723,5.475114008417625,1.8745720233277565,0.45712528682519016,0.12720490183533176,0.0,2.160942162552194,5.4994200212186914,1.8798731201855774,0.45638011466320105,0.12677459386936238,1.8937025213176166e-16,2.163103547560435
20250512_122207(0).jpg,76.5884885620915,73.37514994232987,67.54648116109189,5.4676422523234685,1.873365513431792,0.45647355503449655,0.12730039441396393,0.0,2.160685677561707,5.455228721949784,1.8706034789799824,0.45692173038518324,0.12752580131631835,9.506786151521744e-17,2.1595517393884465,5.478298150133898,1.8756099679694018,0.4562565257769329,0.1271291633031359,0.0,2.161525579962548
20250512_122207.jpg,76.68713940151224,73.46148812956555,67.53255502691273,5.391387818059413,1.857770937992764,0.4556290671074242,0.12873350345728518,0.0,2.1547560780480355,5.380249085045497,1.855312891061162,0.4560081951911557,0.12893124366303418,0.0,2.153786882907338,5.405303226762952,1.8607566162917883,0.45526369993101945,0.12848441584836234,9.550589434055004e-17,2.1560045490761794
20250512_122208.jpg,76.60015114379085,73.42072680379341,67.57391011469947,5.490981031626634,1.8774099553492112,0.45702165655855576,0.12700583547348082,7.106839354395173e-17,2.161899408850921,5.479929718631558,1.8749664126869166,0.457433049192964,0.12719669075185894,0.0,2.160918912460845,5.501291364958449,1.879641661069855,0.45676957527145595,0.12682690256340612,4.733451021999777e-17,2.162770957751058
20250512_122209(0).jpg,76.82924484172754,73.63869072792515,67.77011213635781,5.471095937458106,1.8737962135553632,0.45667047585681464,0.12727692142149072,2.373247600284608e-17,2.160803515614416,5.458788553254409,1.8710938362389535,0.4570897779314156,0.12749532001204172,0.0,2.1597077283914095,5.482040373402402,1.8761724076551909,0.4563846755906571,0.1270798621007143,0.0,2.16177732553086
20250512_122209.jpg,76.756321366782,73.58419189734717,67.69967632641291,5.515348220361664,1.8826562074808204,0.4572658642059182,0.12648821993213158,1.1818537872343996e-16,2.164106973847508,5.5035950835157275,1.8801049704164319,0.4576810829184946,0.1266926708135306,0.0,2.1630722567481047,5.527019473933569,1.8851562653354084,0.45697780538394894,0.12628717951955942,0.0,2.165107465285595
